Number,GROWTH,FITNESS,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens,
7,10,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
8,10,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
9,10,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
10,10,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
11,10,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
12,10,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
13,10,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
14,10,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
15,10,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
16,10,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
17,10,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
18,10,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
19,10,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
0,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
1,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
2,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
3,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
4,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
5,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
6,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
7,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
8,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
9,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
10,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
11,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
12,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
13,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
14,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
15,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
16,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
17,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
18,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
19,10,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
0,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
1,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
2,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
3,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
4,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
5,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
6,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
7,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
8,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
9,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
10,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
11,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
12,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
13,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
14,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
15,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
16,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
17,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
18,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
19,10,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
0,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
1,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
2,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
3,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
4,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
5,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
6,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
7,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
8,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
9,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
10,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
11,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
12,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
13,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
14,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
15,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
16,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
17,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
18,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
19,10,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
0,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
1,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
2,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
3,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
4,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
5,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
6,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
7,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
8,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
9,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
10,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
11,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
12,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
13,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
14,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
15,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
16,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
17,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
18,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
19,10,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
0,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
1,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
2,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
3,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
4,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
5,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
6,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
7,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
8,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
9,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
10,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
11,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
12,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
13,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
14,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
15,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
16,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
17,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
18,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
19,10,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
0,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
1,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
2,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
3,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
4,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
5,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
6,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
7,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
8,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
9,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
10,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
11,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
12,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
13,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
14,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
15,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
16,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
17,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
18,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
19,10,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
0,10,0.85,56,0.482215,57,0.519313,56.4794059,0,0,0,0,300,300,300,
1,10,0.85,66,0.487705,67,0.513459,66.47740157,0,0,0,0,300,300,300,
2,10,0.85,74,0.498942,75,0.510492,74.09160173,0,0,0,0,300,300,300,
3,10,0.85,56,0.49792,57,0.513927,56.12994315,0,0,0,0,300,300,300,
4,10,0.85,48,0.495217,49,0.505519,48.46427878,0,0,0,0,300,300,300,
5,10,0.85,63,0.488851,64,0.50906,63.55168489,0,0,0,0,300,300,300,
6,10,0.85,72,0.475347,73,0.500658,72.9740034,0,0,0,0,300,300,300,
7,10,0.85,58,0.497275,59,0.52866,58.08682492,0,0,0,0,300,300,300,
8,10,0.85,47,0.495554,48,0.505355,47.45362718,0,0,0,0,300,300,300,
9,10,0.85,74,0.490246,75,0.502535,74.79371796,0,0,0,0,300,300,300,
10,10,0.85,73,0.492074,74,0.518856,73.29594504,0,0,0,0,300,300,300,
11,10,0.85,59,0.476126,60,0.525226,59.48623218,0,0,0,0,300,300,300,
12,10,0.85,46,0.495658,47,0.51512,46.22310143,0,0,0,0,300,300,300,
13,10,0.85,59,0.472222,60,0.506347,59.81400733,0,0,0,0,300,300,300,
14,10,0.85,75,0.468666,76,0.509129,75.77438648,0,0,0,0,300,300,300,
15,10,0.85,46,0.478229,47,0.504173,46.83915356,0,0,0,0,300,300,300,
16,10,0.85,100,0.486167,101,0.51016,100.5765432,0,0,0,0,300,300,300,
17,10,0.85,75,0.488542,76,0.521429,75.34840514,0,0,0,0,300,300,300,
18,10,0.85,64,0.489757,65,0.512774,64.4450189,0,0,0,0,300,300,300,
19,10,0.85,39,0.494993,40,0.512763,39.28176702,0,0,0,0,300,300,300,
0,10,0.9,27,0.496143,28,0.535959,27.0968706,171,0.495678,172,0.510554,171.2905351,144,144.1936645,
1,10,0.9,34,0.484519,35,0.50274,34.84962406,192,0.454708,193,0.502567,192.9463633,158,158.0967392,
2,10,0.9,33,0.490866,34,0.521618,33.29702133,186,0.477981,187,0.515686,186.5839809,153,153.2869596,
3,10,0.9,34,0.498134,35,0.528543,34.06136341,187,0.485193,188,0.517427,187.4593597,153,153.3979963,
4,10,0.9,37,0.477912,38,0.507834,37.73818595,184,0.475033,185,0.532554,184.4340502,147,146.6958642,
5,10,0.9,35,0.480595,36,0.509305,35.6758969,174,0.48285,175,0.511111,174.6068434,139,138.9309465,
6,10,0.9,27,0.49413,28,0.520687,27.221034,178,0.473082,179,0.509718,178.7347418,151,151.5137078,
7,10,0.9,24,0.494218,25,0.535211,24.14104847,168,0.493785,169,0.527291,168.1854892,144,144.0444407,
8,10,0.9,32,0.451482,33,0.503113,32.93970677,178,0.47756,179,0.511095,178.6691516,146,145.7294449,
9,10,0.9,29,0.459643,30,0.508401,29.82770007,175,0.489187,176,0.50635,175.6300181,146,145.802318,
10,10,0.9,30,0.472826,31,0.512113,30.69167918,173,0.493871,174,0.512399,173.3307966,143,142.6391175,
11,10,0.9,33,0.497308,34,0.525226,33.09642525,176,0.478081,177,0.528481,176.4349008,143,143.3384755,
12,10,0.9,28,0.483016,29,0.506793,28.71430374,169,0.467362,170,0.528667,169.5323872,141,140.8180835,
13,10,0.9,27,0.482915,28,0.502918,27.85412188,168,0.48539,169,0.511603,168.557357,141,140.7032352,
14,10,0.9,30,0.470796,31,0.511789,30.71241431,201,0.484008,202,0.500653,201.960769,171,171.2483547,
15,10,0.9,29,0.468362,30,0.514915,29.67961248,179,0.470737,180,0.506679,179.8141728,150,150.1345603,
16,10,0.9,30,0.494055,31,0.557428,30.09380967,179,0.477424,180,0.516621,179.5759624,149,149.4821528,
17,10,0.9,33,0.484173,34,0.51629,33.49279198,169,0.486452,170,0.50421,169.7629238,136,136.2701318,
18,10,0.9,30,0.499271,31,0.52225,30.03172462,186,0.468134,187,0.513612,186.7006904,156,156.6689658,
19,10,0.9,31,0.491611,32,0.52106,31.28486536,179,0.488235,180,0.500314,179.9740045,148,148.6891391,
0,10,0.95,19,0.434483,20,0.507923,19.89211601,110,0.486239,111,0.548162,110.2222276,91,90.33011159,
1,10,0.95,21,0.492318,22,0.53505,21.1797716,121,0.492344,122,0.518629,121.2912688,100,100.1114972,
2,10,0.95,20,0.458277,21,0.510127,20.8046866,124,0.490878,125,0.508235,124.5255517,104,103.7208651,
3,10,0.95,19,0.476415,20,0.521455,19.52364565,118,0.482342,119,0.517506,118.5021613,99,98.97851565,
4,10,0.95,22,0.475529,23,0.507134,22.77427622,124,0.498698,125,0.513027,124.0908647,102,101.3165885,
5,10,0.95,21,0.487516,22,0.51871,21.40020517,120,0.496173,121,0.529282,120.1155879,99,98.71538274,
6,10,0.95,25,0.494611,26,0.539491,25.12007576,126,0.499082,127,0.507389,126.1105092,101,100.9904335,
7,10,0.95,18,0.471268,19,0.511096,18.72140203,113,0.487952,114,0.515228,113.441707,95,94.72030497,
8,10,0.95,21,0.48199,22,0.510883,21.62333437,107,0.452899,108,0.513312,107.7796501,86,86.1563157,
9,10,0.95,20,0.471192,21,0.500969,20.96745811,118,0.48559,119,0.506829,118.6784689,98,97.71101075,
10,10,0.95,19,0.489501,20,0.515209,19.40839427,124,0.484436,125,0.523233,124.401165,105,104.9927708,
11,10,0.95,21,0.466552,22,0.528216,21.54242346,114,0.496746,115,0.528058,114.1039218,93,92.56149836,
12,10,0.95,22,0.460443,23,0.507237,22.84534342,120,0.497301,121,0.517426,120.1341118,98,97.28876838,
13,10,0.95,27,0.48777,28,0.53354,27.26720559,128,0.472222,129,0.50158,128.9461816,101,101.678976,
14,10,0.95,21,0.475764,22,0.504789,21.83500431,123,0.493917,124,0.532688,123.1568956,102,101.3218913,
15,10,0.95,22,0.498988,23,0.518435,22.05203887,121,0.469949,122,0.535805,121.4563138,99,99.4042749,
16,10,0.95,18,0.493758,19,0.506185,18.50229339,117,0.471042,118,0.519152,117.6019123,99,99.09961889,
17,10,0.95,29,0.477986,30,0.531211,29.41360263,132,0.49541,133,0.557568,132.0738441,103,102.6602414,
18,10,0.95,20,0.490312,21,0.528101,20.2563709,113,0.469191,114,0.510817,113.7401384,93,93.48376747,
19,10,0.95,18,0.453222,19,0.51614,18.74347563,120,0.499076,121,0.515385,120.0566558,102,101.3131802,
0,10,1,18,0.492136,19,0.521214,18.27044501,94,0.481955,95,0.568438,94.20865372,76,75.93820871,
1,10,1,16,0.471348,17,0.500644,16.97801748,94,0.495098,95,0.533291,94.12834813,78,77.15033065,
2,10,1,15,0.490633,16,0.525478,15.26881906,89,0.494652,90,0.553205,89.09133605,74,73.822517,
3,10,1,16,0.493697,17,0.505716,16.52441967,85,0.473684,86,0.520084,85.56715517,69,69.0427355,
4,10,1,17,0.467308,18,0.514133,17.69817405,87,0.486062,88,0.504932,87.73863275,70,70.0404587,
5,10,1,15,0.453571,16,0.514349,15.76391128,87,0.491,88,0.559683,87.13103679,72,71.36712551,
6,10,1,17,0.477426,18,0.544005,17.33905586,97,0.475384,98,0.524081,97.50549315,80,80.16643729,
7,10,1,17,0.478064,18,0.524971,17.46764875,94,0.487384,95,0.507547,94.62570054,77,77.15805179,
8,10,1,18,0.493791,19,0.543257,18.12552056,87,0.479109,88,0.512402,87.62748926,69,69.5019687,
9,10,1,18,0.470013,19,0.515267,18.66263756,94,0.480911,95,0.505325,94.78188744,76,76.11924988,
10,10,1,17,0.489024,18,0.532104,17.2547818,89,0.481047,90,0.504969,89.79228325,72,72.53750145,
11,10,1,15,0.458865,16,0.510814,15.7918343,88,0.456962,89,0.504994,88.89602765,73,73.10419335,
12,10,1,17,0.483001,18,0.500591,17.96640136,90,0.479019,91,0.511524,90.64546993,73,72.67906856,
13,10,1,16,0.490498,17,0.519079,16.33245863,91,0.480519,92,0.501904,91.91096563,75,75.578507,
14,10,1,17,0.469226,18,0.510417,17.74710495,91,0.469784,92,0.505857,91.8376348,74,74.09052985,
15,10,1,16,0.49352,17,0.523537,16.21587767,92,0.4634,93,0.50496,92.88065448,76,76.66477681,
16,10,1,18,0.47892,19,0.548077,18.30481368,94,0.476877,95,0.516944,94.57710834,76,76.27229466,
17,10,1,18,0.497611,19,0.515399,18.13430403,87,0.46729,88,0.508005,87.80338941,69,69.66908539,
18,10,1,17,0.492794,18,0.547014,17.13290299,95,0.48803,96,0.501613,95.88124862,78,78.74834563,
19,10,1,16,0.475806,17,0.507242,16.76962718,96,0.45414,97,0.509158,96.83354539,80,80.06391821,
0,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
1,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
2,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
3,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
4,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
5,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
6,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
7,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
8,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
9,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
10,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
11,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
12,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
13,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
14,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
15,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
16,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
17,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
18,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
19,10.5,0.5,0,0,0,0,300,0,0,0,0,300,300,300,
0,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
1,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
2,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
3,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
4,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
5,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
6,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
7,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
8,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
9,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
10,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
11,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
12,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
13,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
14,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
15,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
16,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
17,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
18,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
19,10.5,0.55,0,0,0,0,300,0,0,0,0,300,300,300,
0,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
1,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
2,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
3,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
4,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
5,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
6,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
7,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
8,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
9,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
10,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
11,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
12,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
13,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
14,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
15,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
16,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
17,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
18,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
19,10.5,0.6,0,0,0,0,300,0,0,0,0,300,300,300,
0,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
1,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
2,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
3,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
4,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
5,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
6,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
7,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
8,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
9,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
10,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
11,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
12,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
13,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
14,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
15,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
16,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
17,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
18,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
19,10.5,0.65,0,0,0,0,300,0,0,0,0,300,300,300,
0,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
1,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
2,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
3,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
4,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
5,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
6,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
7,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
8,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
9,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
10,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
11,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
12,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
13,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
14,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
15,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
16,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
17,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
18,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
19,10.5,0.7,0,0,0,0,300,0,0,0,0,300,300,300,
0,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
1,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
2,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
3,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
4,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
5,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
6,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
7,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
8,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
9,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
10,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
11,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
12,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
13,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
14,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
15,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
16,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
17,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
18,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
19,10.5,0.75,0,0,0,0,300,0,0,0,0,300,300,300,
0,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
1,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
2,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
3,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
4,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
5,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
6,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
7,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
8,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
9,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
10,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
11,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
12,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
13,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
14,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
15,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
16,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
17,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
18,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
19,10.5,0.8,0,0,0,0,300,0,0,0,0,300,300,300,
0,10.5,0.85,81,0.498927,82,0.506081,81.14998602,0,0,0,0,300,300,300,
1,10.5,0.85,112,0.490132,113,0.504808,112.6723903,0,0,0,0,300,300,300,
2,10.5,0.85,53,0.487354,54,0.507056,53.64186377,0,0,0,0,300,300,300,
3,10.5,0.85,65,0.48637,66,0.508541,65.61476704,0,0,0,0,300,300,300,
4,10.5,0.85,75,0.483436,76,0.503356,75.8315261,0,0,0,0,300,300,300,
5,10.5,0.85,57,0.494161,58,0.510389,57.3598102,0,0,0,0,300,300,300,
6,10.5,0.85,61,0.472222,62,0.501403,61.95192077,0,0,0,0,300,300,300,
7,10.5,0.85,63,0.494303,64,0.501904,63.74950664,0,0,0,0,300,300,300,
